GENE,COMMON,gal1RGexp,gal4RGexp,gal80Rexp,gal1RGsig,gal4RGsig,gal80Rsig
YLR232W,YLR232W,-0.050,0.086,-0.427,6.48340e-01,2.95150e-01,7.05000e-02
YDL217C,TIM22,0.113,-0.289,0.144,2.57610e-02,7.74240e-04,2.27570e-01
YKL222C,YKL222C,-0.088,-0.033,-0.110,5.89030e-02,5.78500e-01,2.45510e-01
YJL170C,ASG7,-0.459,-0.071,-0.591,4.41620e-07,3.63820e-01,5.15570e-03
YOL079W,YOL079W,-0.711,-0.433,0.000,5.45500e-04,1.76220e-02,8.76890e-01
YDR532C,YDR532C,0.305,-0.102,-0.168,1.66380e-05,1.71170e-01,1.85040e-01
YER082C,YER082C,-0.041,-0.134,0.097,3.02610e-01,7.91770e-03,1.08360e-01
YER155C,BEM2,-0.060,0.240,-0.453,8.87540e-01,4.56810e-02,1.06190e-01
YMR212C,YMR212C,-0.004,-0.223,-0.017,9.28730e-01,7.52320e-04,8.71900e-01
YDR249C,YDR249C,-0.158,-0.490,0.117,3.60940e-02,8.35050e-02,5.37960e-01
YOR394W,YOR394W,-0.097,-0.029,-0.217,1.63020e-02,5.08740e-01,6.96710e-04
YLR160C,ASP3D,-0.059,0.222,-0.160,1.22640e-01,5.81080e-05,4.77340e-03
YLR233C,EST1,-0.031,0.111,-0.121,5.20280e-01,3.47110e-02,1.86210e-01
YGR040W,KSS1,-0.145,-0.347,0.270,1.24150e-02,1.20100e-02,6.04140e-02
YGR113W,DAM1,0.166,-0.152,0.231,5.26530e-03,6.87200e-02,6.79440e-02
YDR176W,NGG1,0.254,0.131,0.545,1.18570e-04,1.71320e-01,1.25340e-04
YDL072C,YDL072C,-0.178,0.261,-0.150,6.57520e-05,2.76490e-04,1.30770e-02
YDL145C,COP1,-0.160,-0.099,-0.481,1.32870e-04,1.23950e-01,6.08290e-10
YLR306W,UBC12,-0.160,-0.382,-0.084,7.86780e-02,4.05040e-02,7.23320e-01
YPL059W,GRX5,-0.096,0.088,-0.097,1.28720e-02,6.66630e-02,7.67380e-02
YGR114C,YGR114C,0.115,-0.233,0.455,2.70750e-02,2.62220e-02,4.38280e-03
YJL171C,YJL171C,-0.591,-0.030,-0.337,1.86810e-10,5.56390e-01,6.37300e-07
YDR533C,YDR533C,-0.817,0.385,-0.545,3.85310e-08,8.88700e-07,3.33650e-14
YER083C,YER083C,-0.089,0.062,-0.151,2.96640e-02,1.26250e-01,1.25320e-02
YER156C,YER156C,-0.137,-0.112,-0.348,1.97640e-03,3.56870e-02,8.19710e-06
YFL030W,YFL030W,0.460,0.631,-0.302,5.98310e-05,5.00200e-08,3.40550e-06
YEL051W,VMA8,0.066,-0.318,0.235,1.23420e-01,4.37040e-05,7.44640e-03
YAR015W,ADE1,-0.419,-0.602,0.610,2.33960e-07,8.23820e-07,3.03390e-09
YDL218W,YDL218W,0.171,0.483,0.237,1.90290e-01,9.73200e-05,9.40690e-02
YHR020W,YHR020W,-0.121,-0.161,0.045,4.02910e-03,1.65390e-02,5.57910e-01
YKL150W,MCR1,0.052,0.399,-0.548,1.96790e-01,1.05270e-06,1.34390e-13
YKL223W,YKL223W,0.363,-0.311,0.187,1.09370e-01,4.18690e-01,4.70270e-01
YGR041W,BUD9,-0.023,-0.198,-0.015,5.59060e-01,1.70760e-03,8.59500e-01
YDR460W,TFB3,0.182,-0.128,0.383,3.35680e-04,1.44250e-01,3.58020e-03
YMR140W,YMR140W,0.065,0.120,0.308,1.42320e-01,9.39120e-02,1.76690e-02
YMR213W,CEF1,0.217,-0.278,0.459,1.80490e-04,2.39070e-02,2.85380e-03
YDR177W,UBC1,0.248,-0.032,0.206,3.45050e-05,4.86020e-01,1.46730e-02
YPL270W,MDL2,0.048,0.100,-0.019,3.59590e-01,5.76410e-02,8.37620e-01
YLR161W,YLR161W,0.278,0.143,-0.148,3.78440e-02,2.90780e-01,6.06480e-01
YLR234W,TOP3,0.127,-0.098,0.373,1.08910e-01,5.66450e-01,4.63550e-02
YLR307W,CDA1,0.269,-0.127,0.416,3.30230e-01,6.83690e-01,1.19690e-01
YHR021C,RPS27B,-0.392,-0.272,-0.053,9.03090e-08,6.40380e-05,3.50220e-01
YKL151C,YKL151C,-0.141,0.284,-0.115,1.48630e-02,1.79220e-04,1.28600e-01
YKL224C,YKL224C,-0.005,0.080,-0.065,9.70870e-01,3.59970e-01,5.82220e-01
YGR115C,YGR115C,0.174,-0.254,0.215,2.57140e-04,5.39480e-04,9.51310e-02
YDR534C,YDR534C,0.887,0.984,0.143,2.28830e-09,1.13070e-10,9.53690e-02
YMR141C,YMR141C,-0.000,-0.000,0.000,9.99999e-01,2.81880e-01,2.54580e-01
YGL010W,YGL010W,-0.189,0.199,-0.003,4.48450e-04,4.53120e-04,9.79400e-01
YFL031W,HAC1,-0.463,0.188,-0.454,3.41420e-07,2.57780e-04,4.18300e-07
YEL052W,AFG1,-0.151,0.175,-0.552,9.55090e-04,3.09940e-04,1.09310e-11
YDL073W,YDL073W,-0.264,0.000,0.000,3.98780e-01,9.99999e-01,5.19950e-01
YDL146W,YDL146W,-0.298,-0.046,-0.723,2.73640e-07,3.56550e-01,7.69420e-13
YDL219W,YDL219W,-0.093,-0.301,-0.082,1.04030e-01,5.93790e-04,6.21810e-01
YGR042W,YGR042W,0.099,-0.175,0.351,6.05840e-02,5.27020e-02,6.76120e-03
YJL172W,CPS1,0.057,0.169,0.128,1.35000e-01,2.72550e-03,9.19820e-02
YDR461W,MFA1,-0.659,-0.147,-0.526,2.47210e-10,1.12120e-02,5.52230e-10
YGL011C,SCL1,0.054,-0.065,0.144,1.43810e-01,1.40240e-01,5.27440e-02
YER084W,YER084W,-0.260,-0.222,0.178,3.11300e-03,3.77010e-03,2.22730e-01
YER157W,GRD20,-0.077,-0.193,-0.265,1.14140e-01,5.33770e-03,5.03830e-02
YEL053C,MAK10,-0.092,-0.753,-0.128,2.42160e-01,1.13620e-03,7.09610e-01
YMR214W,SCJ1,0.100,-0.160,0.290,2.25700e-02,2.70540e-02,3.50650e-02
YPL271W,ATP15,-0.029,0.164,-0.340,4.15860e-01,1.67020e-03,2.25410e-06
YDR178W,SDH4,0.088,0.363,-0.581,2.40090e-02,1.97510e-07,6.15020e-14
YDL074C,YDL074C,0.122,-0.006,0.466,1.18130e-01,9.31760e-01,4.78410e-04
YML110C,COQ5,-0.223,0.123,-0.437,6.80010e-06,5.15570e-03,4.02700e-11
YLR162W,YLR162W,-0.318,0.238,0.127,3.09720e-03,1.75090e-05,1.77630e-01
YIR001C,YIR001C,0.069,-0.149,0.086,1.96260e-01,1.63140e-02,3.43320e-01
YLR308W,CDA2,-0.022,-0.000,-0.082,9.31760e-01,7.00450e-01,2.20980e-01
YHR022C,YHR022C,-0.318,-0.414,-0.142,2.29980e-02,8.90940e-02,6.46770e-01
YKL152C,GPM1,0.119,-0.206,0.146,1.58690e-02,6.32660e-04,6.72320e-02
YGR043C,YGR043C,-0.140,0.672,0.390,9.20210e-02,1.49230e-05,1.20500e-05
YJL173C,RFA3,0.064,-0.122,-0.530,1.60450e-01,6.41260e-02,7.07070e-06
YOR100C,YOR100C,0.734,0.488,0.721,3.99090e-10,1.53950e-06,2.02900e-04
YDR535C,YDR535C,-0.302,0.109,-0.321,5.56540e-04,3.52440e-01,5.58010e-02
YER085C,YER085C,-0.115,-0.416,-0.287,5.73620e-01,9.94710e-02,4.08440e-01
YER158C,YER158C,-0.497,-0.027,-0.000,1.19440e-01,2.44350e-01,4.76880e-01
YMR142C,RPL13B,-0.434,-0.565,-0.181,1.70910e-09,8.16290e-06,7.52480e-02
YDR179C,YDR179C,0.012,-0.467,0.323,9.12770e-01,1.21910e-01,1.43690e-01
YPL272C,YPL272C,0.006,0.202,-0.415,9.53960e-01,1.83330e-02,6.87760e-03
YLR163C,MAS1,0.165,0.009,0.040,1.92960e-03,8.87540e-01,6.81900e-01
YHR049C-A,YHR049C-A,-0.673,0.870,-0.000,3.19240e-04,3.63960e-04,7.28310e-01
YLR309C,IMH1,0.444,-0.456,0.589,1.92840e-08,2.18520e-05,3.26820e-03
YFL032W,YFL032W,-0.082,0.114,-0.194,3.43880e-02,1.41390e-02,1.02020e-02
YDL147W,RPN5,0.173,0.029,0.140,8.58940e-04,4.88420e-01,3.43610e-02
YKL225W,YKL225W,-0.044,-0.000,-0.000,8.82090e-01,7.51830e-01,6.50450e-01
YGR116W,SPT6,0.093,-0.000,0.294,2.09340e-01,7.93290e-01,1.64760e-01
YDR462W,MRPL28,0.109,0.126,-0.044,1.17600e-02,2.11710e-02,7.10950e-01
YFL033C,RIM15,-0.074,0.110,-0.241,9.96380e-02,5.30190e-02,2.29890e-02
YEL054C,RPL12A,-0.303,-0.421,-0.041,2.46790e-06,5.14640e-06,5.30200e-01
YLR090W,XDJ1,0.151,-0.060,-0.140,2.16990e-03,3.26520e-01,3.63820e-01
YMR215W,YMR215W,-0.021,0.096,-0.715,5.81390e-01,4.11460e-02,2.38120e-15
YAR018C,KIN3,-0.050,0.137,-0.023,3.10470e-01,6.16760e-03,7.55870e-01
YDL148C,YDL148C,0.226,0.794,0.206,8.14070e-05,8.54150e-06,4.59960e-01
YIR002C,YIR002C,0.108,-0.020,0.269,9.50910e-02,8.60990e-01,6.65280e-02
YGR044C,RME1,-0.217,0.124,-0.176,5.73900e-06,5.22660e-03,4.24790e-03
YDR390C,UBA2,-0.024,0.027,-0.074,5.58290e-01,7.79110e-01,3.94840e-01
YGR117C,YGR117C,0.081,-0.070,0.052,5.72030e-02,2.04960e-01,6.09210e-01
YER159C,BUR6,0.213,-0.267,0.328,3.20200e-05,1.78960e-04,7.07430e-03
YMR216C,SKY1,0.018,-0.052,0.033,6.75410e-01,3.35040e-01,6.97260e-01
YGL012W,ERG4,-0.143,-0.070,-0.964,6.12370e-04,1.28270e-01,1.09230e-16
YDL075W,RPL31A,-0.218,-0.451,0.056,4.13860e-03,1.56970e-06,3.82080e-01
YML111W,BUL2,-0.053,-0.338,0.419,3.72290e-01,1.08440e-02,1.52810e-01
YHR023W,MYO1,0.213,0.021,0.189,7.77580e-04,7.69330e-01,1.77710e-01
YKL080W,VMA5,-0.250,-0.051,-0.411,1.35980e-05,2.22420e-01,1.25550e-10
YKL153W,YKL153W,-0.698,0.220,-0.775,5.92040e-09,1.23080e-02,3.93670e-15
YJL174W,KRE9,-0.096,0.027,-0.164,1.13650e-02,5.05520e-01,7.58330e-03
YDR463W,STP1,0.256,0.022,0.296,1.15060e-04,7.19120e-01,1.35210e-03
YGL013C,PDR1,0.185,-0.152,0.173,1.95900e-04,1.34220e-02,9.45000e-02
YOR101W,RAS1,0.076,-0.061,0.277,8.92790e-02,3.82500e-01,9.48400e-03
YDR536W,STL1,0.143,0.894,0.186,4.83820e-02,4.76640e-03,1.60450e-01
YER086W,ILV1,-0.140,-0.340,-0.024,1.97500e-03,6.91970e-05,8.36350e-01
YMR070W,MOT3,0.152,-0.027,0.095,6.31080e-04,5.28820e-01,1.44250e-01
YEL055C,POL5,0.298,-0.409,-0.116,6.54510e-05,3.73270e-05,4.86920e-01
YMR143W,RPS16A,-0.466,-0.324,-0.760,1.23960e-09,1.10440e-04,1.02810e-10
YPL273W,YPL273W,-0.437,-0.705,-0.086,5.52820e-09,6.19320e-08,2.46100e-01
YLR091W,YLR091W,-0.169,-0.412,0.113,1.99690e-04,4.41730e-06,2.99890e-01
YLR164W,YLR164W,-0.225,0.728,0.129,5.29130e-02,6.37300e-09,2.67930e-01
YDL076C,YDL076C,-0.053,0.048,0.103,1.69730e-01,3.11730e-01,2.17420e-01
YAR019C,CDC15,0.003,0.093,0.093,9.45540e-01,7.06440e-02,3.72890e-01
YLL060C,GTT2,-0.252,-0.401,-0.104,3.11330e-05,1.04360e-06,6.19900e-02
YLR237W,THI7,0.006,-0.144,0.018,8.91330e-01,2.20390e-02,8.62490e-01
YHR024C,MAS2,-0.061,-0.184,-0.007,1.10290e-01,3.30210e-02,9.28730e-01
YGR045C,YGR045C,-0.058,-0.055,0.128,5.11990e-01,7.28310e-01,4.25160e-01
YDR391C,YDR391C,-0.435,-0.085,-0.544,1.06870e-09,2.13830e-01,2.66950e-08
YNR050C,LYS9,0.223,-0.131,0.647,1.18250e-05,8.90390e-03,1.17730e-07
YDR537C,YDR537C,-0.261,-0.044,-0.031,2.35200e-04,6.11040e-01,8.15130e-01
YMR071C,YMR071C,-0.170,0.194,-0.158,5.80960e-04,5.32960e-04,1.23850e-01
YLR165C,YLR165C,0.276,-0.276,1.076,7.09750e-05,2.15910e-01,2.58080e-05
YFL034W,YFL034W,0.124,-0.130,0.091,2.92420e-02,3.54110e-01,5.48140e-01
YML112W,CTK3,0.117,-0.135,0.219,5.43470e-02,1.99410e-01,9.50120e-02
YIR003W,YIR003W,0.204,-0.074,0.177,1.86560e-03,2.32200e-01,5.65200e-02
YDL149W,YDL149W,-0.043,-0.000,0.000,3.96800e-01,6.16610e-01,9.99999e-01
YKL081W,TEF4,-0.177,-0.247,-0.201,3.49350e-04,1.10550e-03,1.90800e-03
YKL154W,SRP102,0.124,-0.269,0.402,3.24990e-02,1.48430e-03,1.24050e-02
YJL175W,YJL175W,0.094,-0.128,0.169,1.30210e-01,2.59770e-01,3.43680e-01
YGR118W,RPS23A,-0.253,-0.335,-0.141,2.63070e-06,3.78780e-06,3.11380e-02
YDR464W,SPP41,0.703,0.572,0.040,3.05000e-03,9.67740e-03,2.84810e-01
YOR102W,YOR102W,-0.170,0.020,-0.087,2.41030e-04,6.69090e-01,3.73700e-01
YER087W,YER087W,-0.052,0.123,-0.632,3.95270e-01,1.53950e-01,1.02200e-03
YMR144W,YMR144W,0.186,-0.430,0.068,2.31930e-02,1.38070e-01,8.02330e-01
YPL274W,SAM3,0.081,-0.484,-0.013,1.26680e-01,4.19060e-03,9.03610e-01
YLR092W,SUL2,-0.262,-0.180,0.110,1.19700e-05,1.58870e-02,2.81470e-01
YMR217W,GUA1,-0.080,-0.193,0.027,1.76520e-01,7.90300e-03,7.00450e-01
YDL077C,VAM6,0.057,0.471,0.000,7.43970e-01,1.15600e-01,9.99999e-01
YLR238W,YLR238W,0.192,-0.285,0.150,1.50980e-03,1.59900e-02,2.72790e-01
YKL082C,YKL082C,0.571,-1.272,1.379,2.95020e-08,9.54030e-06,7.50660e-05
YKL155C,YKL155C,0.144,-0.517,0.334,4.93980e-03,1.08670e-05,2.32640e-02
YJL176C,SWI3,0.254,-0.198,0.289,2.33390e-05,1.23630e-01,3.82020e-02
YGR119C,NUP57,0.175,-0.133,0.230,1.95620e-04,2.25610e-02,4.10980e-03
YOR103C,OST2,-0.191,0.042,-0.156,8.83800e-05,3.44580e-01,6.92520e-02
YDR465C,RMT2,-0.159,0.330,0.232,2.92160e-04,7.19620e-03,7.67700e-02
YNR051C,YNR051C,0.010,-0.242,0.346,8.06500e-01,1.16240e-04,1.67020e-05
YER088C,DOT6,-0.075,0.104,-0.024,4.56630e-02,2.29450e-02,6.70800e-01
YMR145C,YMR145C,0.143,0.041,-0.236,1.16940e-03,3.69500e-01,3.53860e-04
YMR218C,YMR218C,0.000,0.000,0.000,4.37820e-01,7.87490e-01,6.77750e-01
YLR093C,NYV1,-0.149,0.136,-0.201,9.19350e-04,3.22470e-02,1.34830e-02
YLR166C,SEC10,0.071,-0.119,0.023,1.07220e-01,5.02630e-02,8.23060e-01
YGL014W,YGL014W,-0.367,0.148,-0.178,3.70840e-03,1.98860e-03,1.90380e-01
YLR239C,YLR239C,0.027,-0.122,0.107,6.01100e-01,9.09960e-02,4.28830e-01
YEL056W,HAT2,-0.018,0.087,-0.050,6.66830e-01,1.21180e-01,6.45200e-01
YML113W,DAT1,0.134,0.369,-0.301,1.27710e-03,1.63960e-07,1.98120e-07
YLL061W,MMP1,0.614,0.081,0.542,2.89230e-10,2.46800e-01,1.32490e-04
YIR004W,DJP1,0.156,-0.298,0.381,1.26020e-03,4.41140e-04,1.00230e-03
YHR025W,THR1,-0.256,-0.514,0.035,1.69650e-06,2.73160e-05,7.27590e-01
YGR046W,YGR046W,0.158,0.177,0.124,2.09540e-03,5.14970e-04,1.00730e-01
YDR392W,SPT3,0.276,-0.097,0.587,2.15480e-05,5.49620e-01,1.66360e-04
YOR030W,DFG16,-0.008,0.594,0.177,9.08070e-01,5.38740e-05,2.91940e-01
YGL015C,YGL015C,-0.265,-0.454,0.000,8.21420e-02,4.13410e-02,5.56390e-01
YDR538W,PAD1,-0.350,-0.164,0.028,3.64570e-06,1.86970e-01,8.18490e-01
YNL020C,ARK1,-0.130,0.071,0.137,2.44670e-03,1.16680e-01,1.23320e-01
YMR072W,ABF2,-0.017,0.144,-0.131,6.50450e-01,1.91620e-02,7.98800e-02
YEL057C,YEL057C,0.194,-0.307,1.125,7.35990e-05,1.29250e-02,1.43750e-08
YPL275W,YPL275W,0.741,0.149,1.415,2.46730e-07,7.01100e-01,1.52090e-06
YML041C,YML041C,0.094,-0.135,0.318,4.63360e-02,9.88090e-02,2.79150e-02
YML114C,YML114C,0.226,-0.145,0.385,4.52470e-04,1.21340e-01,5.83040e-03
YDL078C,MDH3,0.217,0.102,-0.080,4.02550e-05,3.89430e-02,1.65050e-01
YLL062C,YLL062C,0.356,-0.122,0.613,1.47470e-06,3.02000e-01,4.94350e-03
YPR010C,RPA135,-0.129,-0.394,-0.359,3.20780e-03,5.86630e-05,6.11990e-03
YGR047C,TFC4,0.255,-0.300,0.238,1.03230e-04,5.40250e-04,6.06810e-02
YNR052C,POP2,0.074,-0.026,0.060,7.17730e-02,5.15280e-01,2.90930e-01
YER089C,PTC2,-0.248,-0.151,-0.095,4.09900e-06,5.77240e-03,2.01520e-01
YMR073C,YMR073C,-0.014,-0.147,-0.073,8.06500e-01,1.12080e-01,6.60160e-01
YMR146C,TIF34,-0.050,-0.143,-0.151,3.08440e-01,8.51730e-03,7.20070e-02
YBR210W,YBR210W,-0.156,-0.108,-0.213,6.51030e-03,1.65780e-01,1.44310e-01
YLR094C,GIS3,0.059,-0.184,0.118,3.21050e-01,6.15620e-03,2.49040e-01
YFL036W,RPO41,0.050,0.012,-0.413,2.79950e-01,8.58030e-01,2.95190e-04
YIR005W,YIR005W,-0.125,-0.317,0.132,1.80760e-01,3.98560e-02,5.48510e-01
YHR026W,PPA1,-0.135,-0.012,-0.330,9.64070e-04,7.98260e-01,1.32510e-05
YKL156W,RPS27A,-0.265,-0.526,0.631,1.61730e-03,4.02410e-05,3.48700e-03
YBR211C,AME1,0.092,-0.134,0.210,2.71910e-02,2.48350e-02,2.72010e-02
YOR031W,CRS5,-0.366,0.223,0.075,1.27800e-06,2.81640e-02,4.57770e-01
YJL177W,RPL17B,-0.364,-0.394,-0.199,5.91350e-06,1.54910e-06,4.59480e-04
YDR466W,YDR466W,0.621,-0.224,0.535,6.72620e-03,5.38070e-02,2.54220e-03
YOR104W,YOR104W,-0.040,-0.404,0.335,4.51850e-01,5.73200e-03,9.54090e-03
YLR450W,HMG2,-0.251,0.098,-0.207,3.36080e-05,4.11940e-02,1.19340e-02
YDR539W,YDR539W,-0.163,0.047,-0.561,3.14050e-04,2.70670e-01,1.27660e-08
YPL276W,YPL276W,0.935,0.038,1.252,3.93690e-09,8.71900e-01,1.04400e-04
YDL079C,MRK1,0.240,0.205,0.102,7.15500e-06,1.77950e-04,1.51280e-01
YLR167W,RPS31,-0.254,-0.155,-0.109,8.94470e-05,4.24790e-03,6.68790e-02
YML115C,VAN1,-0.022,-0.085,0.019,5.65660e-01,1.14570e-01,7.94270e-01
YIR006C,PAN1,-0.020,0.055,-0.172,6.42620e-01,2.51190e-01,9.25570e-02
YLL063C,AYT1,0.027,-0.145,0.194,7.12960e-01,3.07200e-01,2.11180e-01
YHR027C,RPN1,0.095,-0.070,0.140,3.17490e-02,1.25550e-01,3.67780e-02
YPR011C,YPR011C,-0.030,0.152,-0.057,4.87820e-01,7.24980e-03,5.88520e-01
YOR032C,HMS1,-0.348,0.132,-0.119,4.90170e-06,1.21340e-01,3.32790e-01
YJL178C,YJL178C,-0.136,-0.135,-0.022,3.88390e-03,4.38760e-02,8.23060e-01
YDR467C,YDR467C,-0.137,-0.165,0.167,1.72390e-01,4.66610e-01,3.18930e-01
YNR053C,YNR053C,0.352,-0.238,-0.012,2.13010e-07,4.87830e-03,9.05810e-01
YMR074C,YMR074C,-0.220,-0.238,-0.096,8.96170e-04,5.00950e-03,4.80670e-01
YPL277C,YPL277C,0.193,0.034,0.240,5.60940e-04,8.45440e-01,8.40570e-02
YLR095C,YLR095C,0.141,-0.144,0.133,3.13250e-03,1.25870e-01,1.95630e-01
YLR168C,YLR168C,-0.159,0.000,0.000,1.19690e-01,9.05810e-01,9.99999e-01
YGL016W,KAP122,-0.090,-0.336,-0.116,9.64870e-02,3.32590e-04,5.44830e-01
YFL037W,TUB2,0.023,0.052,-0.478,5.41190e-01,2.34720e-01,4.64110e-10
YNL021W,HDA1,0.125,-0.168,-0.599,6.37190e-03,3.10780e-02,1.31640e-07
YEL058W,PCM1,-0.183,-0.053,-0.246,1.04180e-04,2.46680e-01,8.36630e-03
YML042W,CAT2,-0.247,0.000,0.000,5.31600e-01,9.99999e-01,9.99999e-01
YKL084W,YKL084W,-0.195,-0.024,0.074,6.52230e-04,8.05450e-01,6.44170e-01
YKL157W,APE2,-0.135,0.197,-0.107,1.50000e-03,3.90450e-04,7.87100e-02
YGR048W,UFD1,0.017,-0.155,0.364,6.96000e-01,2.80010e-02,4.36510e-03
YDR394W,RPT3,0.096,-0.057,0.220,1.66840e-02,2.82570e-01,2.09090e-03
YOR105W,YOR105W,-0.109,-0.333,0.481,7.86460e-02,1.64380e-03,1.49240e-03
YLR451W,LEU3,-0.054,-0.464,0.195,4.92370e-01,2.39440e-02,5.70010e-01
YFL038C,YPT1,0.075,-0.033,0.120,5.68830e-02,4.48410e-01,7.35480e-02
YNL022C,YNL022C,0.128,-0.091,0.272,1.06710e-02,2.90640e-01,2.16880e-02
YMR147W,YMR147W,0.298,-0.179,-0.044,3.78150e-02,4.50520e-01,9.31760e-01
YML043C,RRN11,0.274,-1.005,0.713,1.01670e-02,1.42150e-05,7.39400e-03
YLL064C,YLL064C,-0.094,0.126,0.049,2.29170e-01,3.49670e-01,7.69330e-01
YHR028C,DAP2,0.064,0.113,0.057,1.94570e-01,1.00430e-01,6.12880e-01
YOR033C,DHS1,0.061,0.002,-0.645,4.74560e-01,9.99999e-01,1.97410e-02
YDR468C,TLG1,0.156,-0.174,0.249,1.02050e-03,8.08750e-03,2.26650e-02
YNR054C,YNR054C,0.188,-0.961,0.809,9.97970e-04,3.20120e-06,3.28000e-04
YLR452C,SST2,-0.507,-0.393,-0.269,2.42760e-07,6.69660e-06,1.45950e-02
YBR212W,NGR1,0.230,0.336,0.063,1.08860e-05,5.47350e-07,4.51050e-01
YPL278C,YPL278C,0.074,-0.108,0.476,6.37020e-01,6.94110e-01,1.08450e-01
YGL017W,ATE1,0.056,-0.035,0.284,1.89520e-01,5.70010e-01,2.07780e-02
YOL001W,PHO80,-0.017,0.138,-0.112,6.97900e-01,1.45290e-02,2.66500e-01
YEL059W,YEL059W,-0.133,-0.410,-0.277,2.50590e-01,1.64470e-01,3.88170e-01
YML116W,ATR1,-0.223,-0.464,0.302,1.07130e-04,2.27180e-05,4.49280e-02
YIR007W,YIR007W,0.028,0.029,-0.052,5.48880e-01,6.52580e-01,5.75640e-01
YKL085W,MDH1,0.017,-0.082,-0.401,7.27590e-01,7.08450e-02,1.17320e-09
YKL158W,YKL158W,0.021,0.010,-0.403,8.60990e-01,9.41780e-01,4.98250e-02
YBR140C,IRA1,0.033,-0.000,-0.253,5.06480e-01,4.87520e-01,4.25650e-01
YGR049W,SCM4,-0.109,-0.345,-0.144,2.74760e-02,6.75830e-05,1.68680e-01
YJL179W,PFD1,0.121,-0.607,0.233,1.80600e-01,1.14080e-02,5.68420e-01
YDR395W,SXM1,-0.119,0.086,-0.214,2.19720e-02,5.17600e-01,4.09130e-01
YOR106W,VAM3,0.187,-0.222,0.442,1.19940e-03,1.38730e-01,1.71690e-03
YGL018C,JAC1,0.017,-0.447,0.308,7.96250e-01,2.33360e-03,1.30380e-01
YOL002C,YOL002C,-0.304,-0.268,-0.515,3.60070e-07,3.49970e-04,7.29290e-10
YFL039C,ACT1,-0.160,0.192,-0.527,3.21750e-04,1.31000e-04,6.05820e-12
YNL023C,FAP1,0.227,0.132,0.555,4.15680e-03,4.61330e-01,7.79090e-02
YMR075W,YMR075W,0.085,-0.319,0.320,1.03590e-01,6.33190e-03,2.30860e-02
YMR148W,YMR148W,0.034,0.281,-0.352,5.83460e-01,6.47410e-05,6.70380e-03
YLR096W,KIN2,0.083,-0.086,0.031,6.71510e-02,3.59590e-01,7.97250e-01
YLR169W,YLR169W,0.032,-0.352,0.182,6.48870e-01,1.00050e-02,3.32110e-01
YIR008C,PRI1,0.109,-0.054,-0.039,4.20300e-02,3.60350e-01,6.99810e-01
YHR029C,YHR029C,-0.209,-0.169,-0.083,5.08010e-05,4.50040e-03,3.61120e-01
YKL159C,RCN1,0.000,0.000,0.000,9.99999e-01,9.70870e-01,9.99999e-01
YPR013C,YPR013C,-0.080,-0.041,0.033,5.24720e-02,4.71700e-01,7.30480e-01
YOR034C,AKR2,-0.106,0.139,-0.086,1.47280e-02,9.41340e-03,3.59970e-01
YNR055C,HOL1,-0.183,0.160,-0.510,1.70120e-04,3.19030e-03,1.09950e-11
YLR453C,RIF2,-0.142,-0.188,0.237,9.77020e-02,1.29650e-01,1.37360e-01
YBR213W,MET8,-0.439,0.265,0.151,4.45270e-03,4.92350e-05,2.21290e-01
YPL279C,YPL279C,-0.077,0.272,-0.085,1.21540e-01,1.08560e-02,5.02020e-01
YLR097C,YLR097C,0.034,0.105,0.026,4.84230e-01,1.03810e-01,8.16240e-01
YGR260W,YGR260W,-0.045,-0.003,-0.321,2.28850e-01,9.38260e-01,6.81060e-07
YML117W,YML117W,-0.260,-0.015,-0.002,9.45740e-06,8.15130e-01,9.79400e-01
YLL065W,GIN11,-0.160,-0.278,-0.000,4.89940e-01,4.42420e-01,9.28730e-01
YBR141C,YBR141C,-0.028,-0.367,0.239,6.98540e-01,6.12440e-03,1.33440e-01
YDR396W,YDR396W,0.053,-0.343,0.365,2.87490e-01,1.60910e-04,6.10980e-02
YDR469W,YDR469W,0.053,-0.389,0.290,2.93100e-01,6.56360e-05,3.72420e-02
YLR380W,CSR1,-0.066,-0.156,0.062,1.24110e-01,5.75970e-03,4.23950e-01
YOR107W,YOR107W,0.010,-0.790,0.904,8.71900e-01,6.09740e-04,8.31810e-06
YOL003C,YOL003C,-0.146,0.078,-0.221,1.75270e-03,1.45580e-01,1.52620e-02
YNL024C,YNL024C,-0.522,-0.734,0.377,1.47310e-05,5.50230e-05,2.75330e-01
YMR149W,SWP1,0.142,-0.154,0.349,1.85810e-03,9.13960e-03,2.08400e-03
YGR261C,APL6,-0.312,-0.095,0.000,1.76360e-03,7.03040e-01,9.99999e-01
YKL087C,CYT2,0.050,-0.005,0.087,2.20770e-01,9.17740e-01,3.76120e-01
YPR014C,YPR014C,0.032,-0.237,0.519,7.65030e-01,2.18940e-01,9.24420e-02
YDR397C,NCB2,0.107,-0.297,0.520,1.52730e-02,2.94880e-04,3.88790e-04
YOR035C,SHE4,0.038,0.204,0.139,3.33830e-01,9.80100e-05,9.66890e-02
YNR056C,BIO5,-0.057,0.322,0.450,7.17740e-01,1.06710e-03,1.96350e-01
YMR077C,YMR077C,0.222,-0.583,0.506,2.78280e-02,3.48880e-02,5.29760e-02
YBR214W,SDS24,-0.238,0.438,-0.188,2.30950e-05,1.54650e-05,5.38520e-04
YLR098C,CHA4,-0.045,-0.160,-0.130,3.64790e-01,8.83770e-03,1.57020e-01
