Gene Symbol	Gene ID	logFC	FDR corrected Pvalue
UBE2R2	54926	-0.102103139	0.260818474
TBX6	6911	-0.225082041	0.260898361
SELS	55829	-0.14494763	0.26097144
PPHLN1	51535	-0.091671827	0.261161573
MLL	4297	0.143545144	0.261454314
ATP6V1A	523	-0.10377959	0.261454314
TNF	7124	-0.36321314	0.261650598
FBXL4	26235	-0.147826279	0.261745667
ANO8	57719	0.20227766	0.261875208
TRAF2	7186	-0.146945071	0.262061967
COX6B2	125965	0.414908013	0.262072947
C1orf59	113802	-0.219104163	0.262072947
WWP1	11059	0.125656766	0.262127482
SSBP3	23648	0.122110029	0.262227345
ZNF607	84775	-0.173158392	0.26225505
FLJ35024	401491	0.292933438	0.262383152
NHLRC4	283948	0.287321823	0.262622871
DNAI1	27019	-0.465425042	0.262689484
NR4A2	4929	0.293451682	0.262698074
IPPK	64768	0.120299275	0.262970048
ZBTB10	65986	-0.15847771	0.263065558
GPR34	2857	-0.219476652	0.263071968
SMN1	6606	-0.363535389	0.263228706
RNLS	55328	-0.164673438	0.263510548
NANS	54187	-0.136181167	0.263558403
ABI2	10152	0.116905469	0.263578877
OCIAD1	54940	-0.12958067	0.263629751
TREM1	54210	0.268061382	0.263853997
PODXL2	50512	-0.233771584	0.264127678
CAMK1D	57118	0.228149531	0.264150793
LRRC48	83450	0.271545943	0.264525826
UBLCP1	134510	0.113758473	0.264566805
SCNN1A	6337	-0.19255136	0.264591145
SERPINB9	5272	-0.172472721	0.26473835
EFNA4	1945	0.150937163	0.264770607
RCHY1	25898	-0.138220536	0.264989969
ZNF335	63925	0.105974266	0.265102831
C11orf57	55216	-0.119347391	0.265134259
IRAK4	51135	-0.114506721	0.265134259
SIRT1	23411	0.10747341	0.265217379
ZNF569	148266	-0.180161784	0.265270427
MKNK2	2872	-0.134347653	0.265424787
GHITM	27069	-0.132975138	0.265424787
EP300	2033	0.125583249	0.265424787
DNALI1	7802	-0.318854583	0.265424787
CYFIP2	26999	-0.159652052	0.265639094
ATP6V0D1	9114	-0.118016108	0.265761892
ZC3H18	124245	-0.106770199	0.266033238
MAPKAPK3	7867	-0.130870485	0.266033238
SPDYE1	285955	0.217683844	0.266033238
THAP6	152815	-0.138033614	0.266078545
LARP1	23367	0.119655988	0.266078545
ALDH3A1	218	-0.363848103	0.266233298
B4GALNT3	283358	0.285664147	0.266233298
PYCRL	65263	-0.195185843	0.266263748
LSS	4047	0.148813174	0.266384723
ASF1A	25842	-0.12634302	0.266384723
RPS6KA4	8986	-0.119633017	0.266518726
CRYZL1	9946	-0.118289352	0.266659599
TMEM181	57583	0.136482287	0.266681238
LAYN	143903	0.231888832	0.26678112
LMO1	4004	0.421117298	0.266953653
LDLRAD3	143458	0.137950225	0.266968504
TPST2	8459	-0.144562327	0.266968504
GFM1	85476	-0.115746753	0.266989614
CD200	4345	0.276129861	0.267383486
B3GNT8	374907	0.240900413	0.267552093
OXSR1	9943	0.111669535	0.267926899
PLAGL2	5326	-0.164173297	0.268228465
ZNF613	79898	-0.137610281	0.268248287
PHOSPHO1	162466	0.399812444	0.268248287
RAB7L1	8934	-0.164482075	0.268329118
PCSK4	54760	-0.251409182	0.268454089
CSPG5	10675	-0.268013915	0.268651044
BAI1	575	0.492552274	0.268729688
MOGS	7841	-0.103958996	0.268729704
SOD3	6649	-0.339617305	0.268769529
ARL2	402	-0.160239834	0.268909982
POLR1D	51082	-0.134781584	0.268931979
SNHG6	641638	-0.193262498	0.26904615
GNB1	2782	0.111443105	0.269656719
GP6	51206	0.356474381	0.269736553
SLC27A4	10999	0.133109198	0.270133566
FKBP11	51303	-0.168228912	0.270140992
NUDT12	83594	-0.17530743	0.270352152
TP53	7157	-0.263559322	0.270381901
TIMM17A	10440	-0.124245424	0.270928971
CTDSP1	58190	0.109277251	0.270928971
LITAF	9516	-0.175679797	0.270928971
ALS2CR4	65062	-0.129246793	0.271486696
DSC1	1823	-0.464318611	0.271486696
FAM82A2	55177	-0.116163027	0.271582505
KIRREL2	84063	0.514739475	0.271661869
CEP110	11064	-0.167117402	0.271697438
GPATCH4	54865	-0.117167809	0.271697438
CPEB2	132864	0.180554323	0.272030596
FAM113B	91523	-0.230870447	0.272145899
C2orf44	80304	-0.12797984	0.272320082
OR2W3	343171	-0.328605361	0.272320082
SLC5A12	159963	0.501556034	0.272562264
CCDC6	8030	-0.164701649	0.272562264
EIF4E	1977	-0.131290965	0.272648999
EDEM1	9695	0.117151089	0.272833128
HIST1H3H	8357	-0.31500269	0.272833128
TMEM63B	55362	-0.133195829	0.272833128
GSK3A	2931	0.125623148	0.273075913
MDGA1	266727	0.287196956	0.273269114
IDH3A	3419	-0.140611451	0.273269114
NFKBIL2	4796	0.180685493	0.27336445
HINT3	135114	-0.131725283	0.27336445
C1orf116	79098	0.318921683	0.273400091
MPV17	4358	-0.122699865	0.273639995
FAM78A	286336	-0.156926204	0.273639995
RPS27	6232	-0.292359554	0.273639995
XPC	7508	0.109404226	0.273646511
GGT1	2678	-0.291443436	0.273882021
TEAD1	7003	0.161975511	0.273924269
SLC25A3	5250	-0.122782945	0.274025909
EWSR1	2130	-0.088935377	0.274271703
HHEX	3087	-0.200984031	0.274271703
HSD17B4	3295	-0.113846438	0.274517712
KRT222	125113	0.160400322	0.274517712
C9orf152	401546	-0.376436127	0.274532157
C20orf7	79133	-0.154103054	0.274532157
VWA1	64856	0.187237687	0.274593957
RPL37	6167	-0.179865469	0.274685469
SLC4A11	83959	0.301173575	0.274703133
PRPF8	10594	0.133416365	0.274843723
TBX2	6909	0.355291844	0.275116875
NME4	4833	0.166816621	0.275209287
GGA2	23062	-0.104608058	0.27527801
HAP1	9001	-0.377444685	0.27541356
S100A7	6278	-0.720932313	0.275614981
RNF219	79596	0.124092648	0.275752659
CCDC77	84318	-0.14622585	0.275901784
PSMD3	5709	-0.207191853	0.276258186
CD2BP2	10421	-0.100054287	0.276327028
TDG	6996	0.128956852	0.276349522
SSFA2	6744	-0.133465632	0.276616772
ASCC3	10973	-0.138739454	0.276835432
SALL1	6299	0.465744914	0.276917589
WAPAL	23063	0.115633346	0.277228612
C17orf68	80169	-0.13903508	0.277231253
C1orf107	27042	-0.117253259	0.277231253
GUSBP3	653188	-0.17655555	0.277234045
PHC1	1911	0.162173793	0.277360548
RNFT2	84900	-0.170571087	0.277481377
C8orf44	56260	-0.160263919	0.277481377
ZBTB7A	51341	0.118410021	0.277586183
AKAP10	11216	-0.11657184	0.277606167
PKIG	11142	0.144654713	0.277756832
GPR162	27239	0.32626387	0.277756832
C10orf107	219621	0.438604929	0.277936504
SLC7A4	6545	0.363393068	0.277936504
SNX3	8724	-0.129397789	0.278322996
WSCD2	9671	0.517128367	0.278322996
AARS2	57505	-0.13475613	0.278360443
LRMP	4033	-0.268691087	0.278360443
SDC3	9672	-0.163116252	0.278600847
CALML5	51806	0.638032393	0.278772784
TNFSF15	9966	-0.251537397	0.279045148
PTPN23	25930	0.117185883	0.279046754
PHTF2	57157	0.121710488	0.279046754
C7orf68	29923	-0.161851248	0.279323723
RPS14	6208	-0.194942395	0.27941487
C6orf47	57827	-0.113726373	0.27941487
RNH1	6050	-0.123435334	0.279425869
PSAP	5660	-0.11643459	0.279893007
CYP26C1	340665	-0.351212982	0.280054115
C16orf5	29965	0.186999781	0.2801737
DCLK2	166614	-0.232438488	0.28032919
GDE1	51573	-0.115569475	0.280435354
PXMP4	11264	-0.164686967	0.280439939
RHBDD1	84236	0.098579876	0.280439939
HTR3A	3359	-0.467540963	0.280499505
NOLC1	9221	-0.117018686	0.280564173
NPAS3	64067	-0.255343398	0.280836409
ZNF627	199692	-0.146846672	0.280879916
SLC39A6	25800	0.143229264	0.281024799
ABCA3	21	-0.199749206	0.281170011
C14orf159	80017	-0.139268106	0.281225385
POF1B	79983	-0.448780058	0.281454253
KRT19	3880	0.200674226	0.281475112
N6AMT1	29104	0.138261178	0.281569396
NHS	4810	0.224295356	0.281583177
TP53BP2	7159	0.130156346	0.281594272
PTPRN2	5799	0.253626577	0.281594272
KIAA1797	54914	-0.157412301	0.281762042
SCRN2	90507	-0.159503016	0.281838389
NAP1L5	266812	-0.224892768	0.282016293
P4HTM	54681	-0.133899773	0.282114298
C16orf57	79650	0.113027638	0.282915523
C2orf77	129881	-0.210455738	0.282915818
ANKRD28	23243	-0.12187102	0.283041984
ZNHIT2	741	-0.504524357	0.283146915
RBM7	10179	-0.127261784	0.283168682
RPP25	54913	-0.225184023	0.283168682
SLC41A3	54946	-0.111316806	0.283185634
SNCA	6622	0.283810029	0.283383526
XAB2	56949	-0.134091098	0.283592804
G6PD	2539	-0.12725463	0.283649384
CCNI2	645121	0.304077854	0.283747379
UGGT1	56886	0.114909486	0.283749314
SHROOM3	57619	0.178561788	0.283767241
SUV420H2	84787	-0.146212371	0.283967435
CCDC114	93233	-0.307860883	0.284326116
ZNF143	7702	-0.073522036	0.284411847
TPSAB1	7177	0.472510156	0.284411847
METTL11A	28989	-0.138094636	0.284411847
ANKRD36BP1	84832	0.178925625	0.284542345
IL1R1	3554	0.223765878	0.284542345
SCNN1G	6340	-0.546434613	0.284542345
POLR2E	5434	-0.102709831	0.284552912
B3GALTL	145173	0.153130089	0.284729815
LMBR1	64327	0.116259042	0.284778108
SPN	6693	-0.245361926	0.285110506
APAF1	317	0.13066494	0.28530587
CHRNA5	1138	-0.282321758	0.28530587
PAQR3	152559	-0.140707915	0.285317519
ARHGAP18	93663	0.123067935	0.285587069
CBFA2T2	9139	0.118747221	0.285696481
PRDM11	56981	0.183735219	0.285813675
SGK196	84197	0.201638128	0.285860075
COMMD5	28991	-0.143156331	0.286259481
OBSCN	84033	0.20744418	0.286259481
CRNKL1	51340	-0.107263196	0.286262912
ASCL2	430	-0.315611462	0.286600134
GTF3C5	9328	-0.13779181	0.286638204
SLITRK6	84189	-0.500955905	0.286750535
JUND	3727	0.148793059	0.286796604
LARGE	9215	0.210190629	0.286874921
IL27RA	9466	-0.27905536	0.286874921
PTBP1	5725	-0.079442219	0.286984503
DCTN1	1639	0.106483356	0.287075455
DPM1	8813	-0.115003293	0.287085714
TIMP1	7076	-0.213459533	0.287085714
CLSTN2	64084	0.323792422	0.287408848
LYPLAL1	127018	-0.314145768	0.287529166
TACSTD2	4070	-0.272568813	0.287620824
PIM1	5292	0.190888837	0.287898998
C3orf55	152078	-0.443259455	0.288053216
NCBP1	4686	0.113335097	0.288058473
OAZ2	4947	-0.095735283	0.288199164
MSI1	4440	0.282967349	0.288222231
THAP4	51078	-0.106312241	0.288576007
TIPARP	25976	-0.15601894	0.288636159
GNL1	2794	-0.120785873	0.288665251
SERHL	94009	-0.180944419	0.288665251
PHC3	80012	-0.121753436	0.288950654
DYX1C1	161582	-0.191982089	0.288979186
UNC93A	54346	-0.627859234	0.289003886
TMEM150A	129303	-0.11256181	0.289113243
IKZF1	10320	-0.20436241	0.289347484
WDR69	164781	-0.578874422	0.289539693
CCDC43	124808	-0.113272383	0.289675085
MT1G	4495	-0.450943176	0.289729239
INO80	54617	0.110035767	0.289785045
CHD2	1106	0.11615651	0.289971885
GJA5	2702	0.330981177	0.289971885
OSBPL3	26031	-0.191121773	0.290019008
C20orf118	140711	-0.194206401	0.290056923
PCM1	5108	0.131090245	0.290432959
RPS6KA3	6197	0.136649893	0.29050386
PITPNA	5306	0.136583899	0.291193004
KLF11	8462	0.124053024	0.291375639
ALG11	440138	0.195305948	0.291416151
AMN1	196394	-0.189104393	0.291417896
SERPINB7	8710	0.668344224	0.291470363
MFSD9	84804	0.116767011	0.291492964
C8orf73	642475	0.282262033	0.291575206
ZFYVE1	53349	0.110949882	0.291575206
DGKE	8526	-0.176664911	0.291859909
DLG1	1739	0.120637442	0.291893565
B4GALT5	9334	0.12780791	0.291977449
LASS1	10715	0.294147563	0.292019715
HS3ST1	9957	0.213663856	0.2920781
CNOT7	29883	-0.124479195	0.2920781
CUTC	51076	-0.125196382	0.2920781
SIAE	54414	-0.206745272	0.292098673
NME5	8382	-0.269404338	0.292098673
DHX33	56919	-0.137526698	0.292280129
DDX25	29118	0.49055021	0.292306761
IFI27L2	83982	-0.186884346	0.292306761
EIF4ENIF1	56478	-0.116112398	0.292320185
SERPINB6	5269	-0.154002222	0.292692438
MTDH	92140	0.112168674	0.292712641
TAF5	6877	-0.131395724	0.292740291
FCF1	51077	-0.103454077	0.292866833
SKP1	6500	-0.114514295	0.293139838
CCDC122	160857	0.192439629	0.293419465
TMEM132C	92293	-0.429923266	0.293440034
AP1G1	164	-0.110125848	0.293504232
PLOD3	8985	0.115108213	0.29381504
NLN	57486	-0.129088507	0.29381504
PCDH1	5097	0.172725854	0.293837618
CLCN4	1183	0.213881594	0.293837618
E4F1	1877	-0.10393072	0.293837618
NSMCE1	197370	-0.122023624	0.293954481
RHBDL2	54933	-0.251090556	0.294434581
AQP6	363	-0.415702078	0.294434581
ST20	400410	-0.182926304	0.294612661
MLH1	4292	-0.098341919	0.294626324
EGLN1	54583	0.111352302	0.294759656
FAM178B	51252	-0.334643013	0.294875169
GCLC	2729	-0.136956045	0.294875169
MGC23270	196872	-0.23431565	0.295104916
RNF144B	255488	0.247141952	0.295122149
MFSD2A	84879	0.26221622	0.295257291
HS6ST2	90161	0.329945209	0.295257291
SPAG17	200162	-0.327659333	0.295623306
DTX4	23220	0.189798618	0.295623306
ARHGAP5	394	0.114699347	0.295623306
INO80D	54891	0.115477897	0.296071
ENTPD5	957	-0.141463701	0.296118025
USHBP1	83878	0.289088994	0.296186618
TMED4	222068	-0.109988954	0.296196448
CA5B	11238	0.177892177	0.296343964
ARHGAP22	58504	0.162941904	0.296452009
GEMIN8	54960	-0.153053872	0.296557608
MEOX2	4223	0.560793392	0.296816658
GSR	2936	-0.147549262	0.296899578
AKAP7	9465	-0.173244911	0.296913487
C2orf55	343990	-0.148250281	0.296920628
IL2RA	3559	0.240993377	0.297123386
FAM10A4	145165	0.122256492	0.297123386
TMEM87A	25963	0.114317638	0.29716124
AZIN1	51582	0.124563662	0.297224685
NPRL3	8131	0.117242322	0.297271736
SRP9	6726	-0.108228659	0.297271736
TMX4	56255	-0.157346294	0.297299706
FAM176A	84141	0.226497036	0.297396296
KIF12	113220	-0.286289827	0.297396296
REPS1	85021	-0.122034373	0.297396296
C11orf58	10944	-0.104019287	0.297396296
STAR	6770	0.475403704	0.297460972
RBM33	155435	0.104765673	0.297486167
PRPF40B	25766	0.136335838	0.297620066
HIF1AN	55662	0.111674282	0.297649433
QPRT	23475	-0.186779042	0.297712362
CAB39	51719	0.099007557	0.2977596
C5orf54	63920	-0.149249999	0.298193938
HECTD3	79654	-0.114145723	0.298580917
RAB3A	5864	0.178737287	0.298786426
TRIM36	55521	-0.279676951	0.298798581
SAAL1	113174	-0.151782312	0.298902979
HMGN3	9324	-0.141652781	0.299176246
DEXI	28955	0.12854094	0.299176246
SRFBP1	153443	-0.109285667	0.299176246
WDR44	54521	-0.133927819	0.299176246
GFM2	84340	-0.129756584	0.299176246
ZNF800	168850	-0.101356041	0.299519976
MGMT	4255	-0.178974721	0.299519976
S100A8	6279	0.433300831	0.299519976
TOX3	27324	0.570109622	0.299519976
NCBP2	22916	-0.115088894	0.299635782
RAB11B	9230	0.134807958	0.299675132
SFMBT1	51460	-0.153585027	0.299705117
GSPT1	2935	-0.1247326	0.299849763
ARHGAP1	392	0.110442361	0.299861344
DDX50	79009	-0.090345346	0.299981234
PTPN1	5770	0.098461802	0.299981234
ZNF561	93134	0.144918374	0.299981234
DBNDD1	79007	-0.196832254	0.300060855
SF3B3	23450	-0.113729979	0.300251642
EHD4	30844	0.102925004	0.30037418
RTN4R	65078	-0.191536095	0.300392053
UGP2	7360	0.086433079	0.300491403
RSBN1	54665	-0.107119925	0.300528227
SUMF1	285362	-0.132282066	0.300528227
C17orf70	80233	0.115702576	0.300674157
ING1	3621	0.110351705	0.300764221
DNAJC14	85406	-0.092378107	0.30101606
LRRCC1	85444	-0.180644488	0.301315645
RHOT2	89941	-0.123774783	0.301315645
SLC39A8	64116	0.234489818	0.301426234
RP2	6102	-0.12929451	0.301834128
CCL11	6356	0.424122196	0.302393418
GEMIN8P4	492303	-0.185130099	0.302454522
DHFR	1719	-0.178635961	0.302541709
TMEM188	255919	-0.113277277	0.302922342
C19orf44	84167	-0.152850173	0.30313307
ACP2	53	-0.102460455	0.303425549
NKTR	4820	0.139807439	0.303605094
PPWD1	23398	-0.108564451	0.303874852
UBXN7	26043	0.12381134	0.304410735
DNAJC15	29103	-0.285788658	0.304486134
SLC37A2	219855	-0.194858905	0.304486134
SLITRK2	84631	0.457244021	0.304643967
RAI2	10742	-0.198183429	0.304685681
FBXO10	26267	0.141167606	0.304885817
ST13	6767	0.109852633	0.305029488
ZNF34	80778	0.155175916	0.305051868
FKBP1B	2281	-0.203072148	0.305203259
GTDC1	79712	0.133450344	0.305400576
LZIC	84328	-0.122491592	0.305523592
MED4	29079	0.106349641	0.305523592
RSL24D1	51187	-0.140962506	0.305685102
GGCX	2677	0.109289729	0.305857992
RPS12	6206	-0.203311693	0.305979493
C16orf86	388284	-0.178885924	0.305990963
SDHAP2	727956	-0.194263673	0.306113773
FPR3	2359	-0.202726791	0.306225656
MAP1LC3B2	643246	-0.117644463	0.306500369
LRIG1	26018	0.21528465	0.307015491
A2LD1	87769	-0.169137331	0.30744186
C6orf124	653483	-0.20720395	0.307838979
NOXA1	10811	-0.205006786	0.308208901
CHD8	57680	0.119556997	0.308260785
MOB2	81532	-0.110371318	0.308474327
ENKUR	219670	-0.358102759	0.308897513
FAM43B	163933	0.307338739	0.308897513
NCRNA00219	114915	0.220048956	0.308897513
NBEAL1	65065	0.160365834	0.309066993
AEN	64782	0.133316356	0.309116476
C7orf25	79020	-0.102449767	0.309359797
SYT2	127833	0.413122618	0.309434447
LENG8	114823	0.197748809	0.309530782
KLHL11	55175	0.145492896	0.309587549
MMP12	4321	-0.519900985	0.309809446
FEM1B	10116	0.099758538	0.310006527
PEMT	10400	-0.120512621	0.31008709
GMPPA	29926	0.096054045	0.310127468
RNF11	26994	0.101589164	0.310277565
PKN1	5585	-0.169033823	0.310478146
UBIAD1	29914	-0.102168789	0.310626346
SH3BP5	9467	-0.166684123	0.310635282
FAM90A1	55138	-0.243299156	0.310635282
ITGB1BP1	9270	-0.123553079	0.310810468
R3HDM1	23518	-0.108800635	0.310810468
PTDSS1	9791	0.11060083	0.310810468
ACSF3	197322	-0.115814521	0.311056913
TMEM71	137835	0.270472042	0.311056913
FAM129B	64855	0.145470668	0.311056913
UBE2Q2	92912	-0.12933751	0.311395225
DOLK	22845	0.113118265	0.31149222
SLC10A7	84068	-0.118170399	0.311617307
STK11IP	114790	0.118568403	0.311643655
CHP2	63928	-0.533233797	0.311643655
TRMT1	55621	-0.17914187	0.311667171
TSPAN6	7105	-0.127052138	0.311728944
CENPJ	55835	0.152162052	0.311970699
C16orf54	283897	-0.250016383	0.312037988
ELP2	55250	-0.137521003	0.312037988
SFRS1	6426	-0.066246852	0.312105234
IGF2BP3	10643	-0.414259863	0.312105234
TRIM39	56658	-0.112288127	0.312300827
GLTSCR2	29997	0.162100114	0.312441756
PRAM1	84106	-0.215406894	0.312545379
DEGS2	123099	-0.306564197	0.312661902
CPSF6	11052	-0.078060415	0.312661902
RSL1D1	26156	-0.13484605	0.31277046
MSX2	4488	0.434601865	0.312839118
LRWD1	222229	-0.12478608	0.31287893
RPL30	6156	-0.161764872	0.312987565
C4orf47	441054	-0.256912597	0.313137853
PPP2CB	5516	0.1221549	0.313591146
MLL5	55904	0.124789027	0.313591146
USH1C	10083	0.558034985	0.313746135
SPDYA	245711	-0.164230553	0.313786157
RGS6	9628	-0.281448716	0.313963755
BRAF	673	-0.118325002	0.314044864
MVD	4597	-0.147406451	0.314044864
MLLT4	4301	-0.163517032	0.314044864
SLFN5	162394	-0.159113477	0.314079728
REM1	28954	0.305286811	0.314139385
BBS9	27241	0.114233583	0.314139385
GRIK3	2899	-0.497060662	0.314158611
LRIG2	9860	-0.128417628	0.314256784
C1orf183	55924	0.197246343	0.314414697
PQLC2	54896	-0.128235606	0.314414697
C16orf80	29105	-0.106743642	0.314598035
EIF4G2	1982	0.097454615	0.314611739
SOX13	9580	-0.147547122	0.314611739
ZCCHC3	85364	0.132332018	0.314783125
TMCO3	55002	0.125631448	0.314825224
RHOT1	55288	-0.092093611	0.314825224
FOXN2	3344	-0.101866047	0.315008308
FST	10468	0.389294001	0.315282716
ZNF16	7564	0.132665758	0.315432799
RAB26	25837	-0.285929285	0.315432799
TLR5	7100	-0.200080613	0.315566673
TEP1	7011	0.148256509	0.315730909
CHRM3	1131	0.377683565	0.315935629
ZMYM1	79830	-0.122651619	0.315935629
ARL6IP5	10550	0.1264677	0.315951406
NCRNA00087	644596	0.228762072	0.316114284
SNX24	28966	0.125578269	0.316253371
MYO1G	64005	-0.178060034	0.316353018
FBXO33	254170	-0.11373872	0.316353018
AK1	203	0.179720779	0.316372474
C2orf18	54978	0.091988423	0.316483404
LYST	1130	0.154749646	0.316567662
AKAP8	10270	-0.114728366	0.316567662
CAPRIN2	65981	0.132921884	0.31656943
SLC16A10	117247	0.226238651	0.31656943
HCFC1R1	54985	0.152131948	0.316731583
CHMP7	91782	0.108657981	0.316872199
SAFB	6294	0.083389646	0.316872199
PLEKHO2	80301	-0.114295234	0.316951617
TRERF1	55809	0.170568755	0.316985223
STK25	10494	0.095731427	0.317092813
TCFL5	10732	0.121087078	0.317099692
MCOLN3	55283	-0.295806058	0.317300804
STK16	8576	-0.110565868	0.31743068
PIK3CB	5291	-0.122478626	0.317592306
PCGF2	7703	0.158386402	0.317638351
KCNC4	3749	-0.180663022	0.317685947
MGA	23269	0.108086758	0.317972888
EPRS	2058	-0.103902672	0.318124068
ZNF581	51545	-0.153253169	0.318125383
SOX12	6666	-0.150652833	0.31828646
KIAA0146	23514	-0.08997817	0.31828646
RPS13	6207	-0.155544448	0.318344505
SNRNP70	6625	0.105833104	0.318883929
TP53I13	90313	-0.120695377	0.318943399
AMHR2	269	0.549073034	0.318943399
KEAP1	9817	-0.129625659	0.319110158
ROS1	6098	0.541243602	0.319118277
PERP	64065	-0.1804338	0.319326776
KCNK13	56659	-0.260975353	0.319331049
ZNF250	58500	0.148327219	0.319534147
ANKRD24	170961	0.272297833	0.319882835
PKN3	29941	-0.167086324	0.319932842
EXT2	2132	0.103510952	0.320128188
INTS1	26173	0.139427183	0.320408786
VPS4A	27183	-0.098045856	0.320444858
C8orf83	286144	0.136296045	0.320538172
MXD1	4084	0.133423267	0.32066687
TLE3	7090	0.132845432	0.320762126
RSPH4A	345895	-0.344625306	0.320810893
TNFAIP1	7126	0.130403177	0.320873504
OSBPL7	114881	0.139107313	0.321082254
C10orf54	64115	-0.165227318	0.321211022
TLR1	7096	-0.169130744	0.321378905
AKR1C1	1645	0.312803548	0.321379577
NFIL3	4783	0.138555116	0.321689339
WDR65	149465	0.349484245	0.321689339
KPNA6	23633	-0.103544097	0.321809384
ACHE	43	-0.303700945	0.321809384
BHLHB9	80823	-0.13143349	0.321809384
ZBED3	84327	0.168703303	0.321934816
RMND5B	64777	-0.113855866	0.321971843
SGPL1	8879	0.122714911	0.321971843
GYG2	8908	0.216051631	0.321971843
NOL10	79954	-0.095158221	0.322130454
ASXL1	171023	0.110700003	0.322318524
PFKM	5213	0.132248489	0.322326375
STX8	9482	-0.128048557	0.322326375
C12orf57	113246	-0.183559219	0.322326375
B3GNT2	10678	-0.126275222	0.322326375
RNASE2	6036	-0.234159175	0.322740666
HNRNPA0	10949	0.096168751	0.322740666
ZNF597	146434	0.27237403	0.322755251
FAM174A	345757	-0.130582029	0.323069775
ANAPC16	119504	-0.106007754	0.323080569
EPS8	2059	0.181808951	0.323124357
DUSP2	1844	0.219020071	0.323124357
KLHL9	55958	-0.122268259	0.323540144
UBE2D4	51619	-0.119189826	0.323540144
RPPH1	85495	-0.339135599	0.323878304
FAM98A	25940	0.102823488	0.324179674
SAV1	60485	-0.11343729	0.324594192
CCT6B	10693	-0.210045933	0.32478301
POLRMT	5442	-0.118662934	0.324917212
CDIPT	10423	-0.093501032	0.32499132
DHRS7B	25979	-0.125924863	0.32504844
LTBP1	4052	0.247738836	0.325109087
OGT	8473	-0.141247053	0.325182216
EIF2B4	8890	-0.086422634	0.325182216
UST	10090	0.214275547	0.325182216
NAP1L1	4673	0.12367473	0.325183507
FABP6	2172	-0.54694916	0.325183507
KDELR2	11014	0.113085915	0.325183507
LCP1	3936	-0.202296203	0.325258877
ZGLP1	100125288	-0.230399299	0.325312256
ZNF318	24149	-0.123597349	0.325445308
IL4R	3566	0.17491089	0.325631265
